,ACWI,IWV,EFA,EEM,IEUR,IPAC,AGG,HYG,TIP,VCIT,VCLT,VGIT,VGLT,EDV,VNQ,IXC,ICLN,IAU,SLV,PSP
2004-04-30,,62.8000,136.8000,158.3000,,,100.7800,,101.2600,,,,,,,61.5100,,,,
2004-03-31,,64.1700,141.6000,175.5000,,,103.9500,,106.9100,,,,,,,61.3900,,,,
2004-02-27,,65.1900,141.5000,174.5400,,,103.4900,,105.1600,,,,,,,60.7400,,,,
2004-01-30,,64.1900,138.3200,167.9000,,,102.6000,,102.9500,,,,,,,57.8100,,,,
2003-12-31,,62.9600,136.7800,163.9300,,,102.1500,,,,,,,,,58.8400,,,,
2003-11-28,,60.6000,127.7500,151.2000,,,101.7200,,,,,,,,,51.7600,,,,
2003-10-31,,59.6300,124.6000,148.4100,,,101.7400,,,,,,,,,50.9900,,,,
2003-09-30,,56.3500,117.0000,135.9300,,,,,,,,,,,,50.1000,,,,
2003-08-29,,57.0400,113.5700,136.8200,,,,,,,,,,,,50.5900,,,,
2003-07-31,,55.9100,109.9500,126.7000,,,,,,,,,,,,48.4000,,,,
2003-06-30,,54.5900,108.3100,119.9000,,,,,,,,,,,,50.1000,,,,
2003-05-30,,54.2500,106.2500,115.0700,,,,,,,,,,,,49.5500,,,,
2003-04-30,,51.0900,99.8100,,,,,,,,,,,,,45.2100,,,,
2003-03-31,,47.3000,90.6000,,,,,,,,,,,,,44.9000,,,,
2003-02-28,,47.0000,92.7500,,,,,,,,,,,,,44.7000,,,,
2003-01-31,,47.7500,94.7500,,,,,,,,,,,,,44.3500,,,,
2002-12-31,,48.9600,99.0100,,,,,,,,,,,,,45.7000,,,,
2002-11-29,,51.9900,104.4000,,,,,,,,,,,,,45.2600,,,,
2002-10-31,,49.0400,98.8500,,,,,,,,,,,,,44.0100,,,,
2002-09-30,,45.3100,95.2000,,,,,,,,,,,,,44.2400,,,,
2002-08-30,,51.1500,106.2000,,,,,,,,,,,,,47.7500,,,,
2002-07-31,,50.6800,107.3000,,,,,,,,,,,,,47.4500,,,,
2002-06-28,,55.1200,118.6000,,,,,,,,,,,,,53.4500,,,,
2002-05-31,,59.8100,122.6000,,,,,,,,,,,,,53.5200,,,,
2002-04-30,,60.5200,121.9000,,,,,,,,,,,,,52.9100,,,,
2002-03-28,,63.7000,120.1000,,,,,,,,,,,,,54.6400,,,,
2002-02-28,,61.4100,113.8000,,,,,,,,,,,,,51.3400,,,,
2002-01-31,,62.4900,112.4000,,,,,,,,,,,,,47.4000,,,,
2001-12-31,,63.5000,119.3000,,,,,,,,,,,,,49.4700,,,,
2001-11-30,,62.7100,118.7000,,,,,,,,,,,,,,,,,
2001-10-31,,58.4200,114.8000,,,,,,,,,,,,,,,,,
2001-09-28,,57.3000,112.9000,,,,,,,,,,,,,,,,,
2001-08-31,,62.8600,,,,,,,,,,,,,,,,,,
2001-07-31,,66.9600,,,,,,,,,,,,,,,,,,
2001-06-29,,68.1600,,,,,,,,,,,,,,,,,,
2001-05-31,,69.4800,,,,,,,,,,,,,,,,,,
2001-04-30,,68.8400,,,,,,,,,,,,,,,,,,
2001-03-30,,63.3600,,,,,,,,,,,,,,,,,,
2001-02-28,,68.0600,,,,,,,,,,,,,,,,,,
2001-01-31,,75.5900,,,,,,,,,,,,,,,,,,
2000-12-29,,72.4500,,,,,,,,,,,,,,,,,,
2000-11-30,,71.6400,,,,,,,,,,,,,,,,,,
2000-10-31,,78.8600,,,,,,,,,,,,,,,,,,
2000-09-29,,80.6700,,,,,,,,,,,,,,,,,,
2000-08-31,,84.1700,,,,,,,,,,,,,,,,,,
2000-07-31,,78.3800,,,,,,,,,,,,,,,,,,
2000-06-30,,78.9700,,,,,,,,,,,,,,,,,,
